Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,Course Name,Description,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2023 - 2024,2024 Spring,UGRD,UGRD,Christopher,McMurrough,,CSE,4317,1,COMPUTER SYSTEM DESIGN PROJECT II,"Implementation, integration, quality assurance through peer review and testing, and deployment of the project designed inCSE 4316; oral presentation, documentation and project demonstration. Prerequisite: Admitted into an Engineering Professional Program. C or better inCSE 4316and continuation with the same team.",31,0,0,0,0,0,0,0,0,0,0,31
2023 - 2024,2024 Spring,UGRD,UGRD,Christopher,McMurrough,,CSE,4317,2,COMPUTER SYSTEM DESIGN PROJECT II,"Implementation, integration, quality assurance through peer review and testing, and deployment of the project designed inCSE 4316; oral presentation, documentation and project demonstration. Prerequisite: Admitted into an Engineering Professional Program. C or better inCSE 4316and continuation with the same team.",24,2,1,0,0,0,0,0,0,0,0,27
2023 - 2024,2024 Spring,GRAD,GRAD,Jiayi,Meng,,CSE,5306,2,DISTRIBUTED SYSTEMS,"Issues and challenges in distributed systems, including: communication, distributed processes, naming and name services, synchronization, consistency and replication, transactions, fault tolerance and recovery, security, distributed objects, and distributed file systems.",43,6,4,0,0,0,0,0,0,0,0,53
2023 - 2024,2024 Spring,UGRD,UGRD,William,Meszko,,CSE,3323,1,ELECTRONICS,"Design, analysis and testing of electronic circuits.  Topics include operational amplifiers, diodes, bipolar-junction transistors (BJTs), and field-effect transistors (FETs) and their applications.  Concurrent laboratory experiments complement lecture topics. Prerequisite: C or better inCSE 2440.",12,9,7,0,0,0,0,1,1,0,0,30
2023 - 2024,2024 Spring,UGRD,UGRD,Jon,Mitchell,,CSE,3313,1,INTRODUCTION TO SIGNAL PROCESSING,"Examines models for presentation and processing of digital signals. Sampling theorem, correlation and convolution, time and frequency analysis of linear systems, Fourier transform, Z-transform, design of digital filters structures for discrete time systems. Prerequisite: C or better in each of the following:CSE 3318and eitherCSE 3380orMATH 3330.",20,14,6,2,1,0,0,0,3,0,0,46
2023 - 2024,2024 Spring,UGRD,UGRD,Jon,Mitchell,,CSE,3313,2,INTRODUCTION TO SIGNAL PROCESSING,"Examines models for presentation and processing of digital signals. Sampling theorem, correlation and convolution, time and frequency analysis of linear systems, Fourier transform, Z-transform, design of digital filters structures for discrete time systems. Prerequisite: C or better in each of the following:CSE 3318and eitherCSE 3380orMATH 3330.",27,9,12,3,0,0,0,0,1,0,0,52
2023 - 2024,2024 Spring,UGRD,UGRD,Nomaan,Mufti,,CSE,3320,2,OPERATING SYSTEMS,"Functions and components of an operating system, including process synchronization, job scheduling, memory management, file systems protection, and deadlocks. Related system software, such as loaders, linkers, assemblers, and windowing systems. Prerequisite: C or better inCSE 2312.",3,14,6,1,0,0,0,1,0,0,0,25
2023 - 2024,2024 Spring,GRAD,GRAD,Nomaan,Mufti,,CSE,5321,1,SOFTWARE TESTING,"Study of software quality assurance, software testing process, methods, techniques and tools. Topics include formal review techniques, black box testing, white box testing, integration testing, acceptance testing, regression testing, performance testing, stress testing, and testing of object-oriented software.",7,7,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Spring,GRAD,GRAD,Obiageli Lawrentia,Ngwu,,DASC,5302,4,INTRODUCTION TO PROBABILITY AND STATISTICS,"Topics include descriptive statistics, set theory, combinatorics, mathematical expectation, probability distributions, confidence interval estimation, analysis of variance, random processes, and design of experiments. Prerequisite: DASC Major.",23,0,1,0,0,0,0,0,0,0,0,24
2023 - 2024,2024 Spring,GRAD,GRAD,Obiageli Lawrentia,Ngwu,,DASC,5302,6,INTRODUCTION TO PROBABILITY AND STATISTICS,"Topics include descriptive statistics, set theory, combinatorics, mathematical expectation, probability distributions, confidence interval estimation, analysis of variance, random processes, and design of experiments. Prerequisite: DASC Major.",33,4,0,0,0,0,0,0,0,0,0,37
2023 - 2024,2024 Spring,GRAD,GRAD,Obiageli Lawrentia,Ngwu,,DASC,5303,5,DATA SCIENCE PROJECT MANAGEMENT,"Management and control of multifaceted science and engineering projects. Coordination and interactions between client and various service organizations. Project manager selection. Typical problems associated with various phases of project life cycle. Case studies illustrate theories and concepts. Students will be expected to demonstrate an understanding of communication and collaboration, including workflow, reproducibility, codebase management, collaboration tools, oral and written communication, presentation and storytelling, and team management, as well as ethics, such as understanding bias, fairness, credibility and misinformation, security, privacy, and codes of conduct. Prerequisite: DASC Major,DASC 5300,DASC 5301,DASC 5302.",33,2,0,0,0,0,0,0,0,0,0,35
2023 - 2024,2024 Spring,GRAD,GRAD,Obiageli Lawrentia,Ngwu,,DASC,5303,6,DATA SCIENCE PROJECT MANAGEMENT,"Management and control of multifaceted science and engineering projects. Coordination and interactions between client and various service organizations. Project manager selection. Typical problems associated with various phases of project life cycle. Case studies illustrate theories and concepts. Students will be expected to demonstrate an understanding of communication and collaboration, including workflow, reproducibility, codebase management, collaboration tools, oral and written communication, presentation and storytelling, and team management, as well as ethics, such as understanding bias, fairness, credibility and misinformation, security, privacy, and codes of conduct. Prerequisite: DASC Major,DASC 5300,DASC 5301,DASC 5302.",36,4,0,0,0,0,0,0,0,0,0,40
2023 - 2024,2024 Spring,GRAD,GRAD,Shirin,Nilizadeh,,CSE,6388,2,SPECIAL TOPICS IN ADVANCED INFORMATION SECURITY,May be repeated for credit when topics vary.,4,7,1,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Spring,GRAD,GRAD,Md Hasanuzzaman,Noor,,CSE,5306,1,DISTRIBUTED SYSTEMS,"Issues and challenges in distributed systems, including: communication, distributed processes, naming and name services, synchronization, consistency and replication, transactions, fault tolerance and recovery, security, distributed objects, and distributed file systems.",104,15,1,0,1,0,0,0,0,0,0,121
2023 - 2024,2024 Spring,GRAD,GRAD,Md Hasanuzzaman,Noor,,CSE,5306,4,DISTRIBUTED SYSTEMS,"Issues and challenges in distributed systems, including: communication, distributed processes, naming and name services, synchronization, consistency and replication, transactions, fault tolerance and recovery, security, distributed objects, and distributed file systems.",47,10,2,0,1,0,0,0,0,0,0,60
2023 - 2024,2024 Spring,GRAD,GRAD,Md Hasanuzzaman,Noor,,CSE,6332,1,CLOUD COMPUTING & BIG DATA,"The focus of this course is on data management techniques and tools for storing and analyzing very large volumes of data. Topics include: cloud computing; virtualization; distributed file systems; large data processing using Map-Reduce; data modeling, storage, indexing, and query processing for big data; key-value storage systems, columnar databases, NoSQL systems; big data technologies and tools; large-scale stream processing systems; data analytics frameworks; big data applications, including graph processing, recommendation systems, and machine learning.",101,11,4,1,1,0,0,0,0,0,0,118
2023 - 2024,2024 Spring,GRAD,GRAD,Md Hasanuzzaman,Noor,,CSE,6332,3,CLOUD COMPUTING & BIG DATA,"The focus of this course is on data management techniques and tools for storing and analyzing very large volumes of data. Topics include: cloud computing; virtualization; distributed file systems; large data processing using Map-Reduce; data modeling, storage, indexing, and query processing for big data; key-value storage systems, columnar databases, NoSQL systems; big data technologies and tools; large-scale stream processing systems; data analytics frameworks; big data applications, including graph processing, recommendation systems, and machine learning.",47,6,6,1,0,0,0,0,0,0,0,60
2023 - 2024,2024 Spring,UGRD,UGRD,Habeeb,Olufowobi,,CSE,4380,10,INFORMATION SECURITY,"Hands-on introduction to the basics of security. Includes system security, buffer overflows, a high-level overview of cryptography, firewalls and intrusion detection/prevention, malware, penetration testing, forensics, and system administration. Prerequisite: Admitted into an Engineering Professional Program. C or better inCSE 3320.",3,5,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Spring,GRAD,GRAD,Habeeb,Olufowobi,,CSE,5333,1,CLOUD COMPUTING,"A survey of state of the art cloud computing paradigms: design, implementation, and programming distributed, scalable storage and computational systems. IaaS, PaaS, and SaaS (Infrastructure, Platform and Software as a Service), Hadoop, EC2, S3, and Azure are discussed.",16,5,0,0,0,0,0,0,0,0,0,21
2023 - 2024,2024 Spring,UGRD,UGRD,Kyungseo,Park,,CSE,3330,2,DATABASE SYSTEMS AND FILE STRUCTURES,"Database system architecture; file structures for databases, including indexing hashing, and B+-trees; the relational model and algebra; the SQL database language; Entity-Relationship data modeling; functional dependencies and basic normalization. Prerequisite: C or better in each of the following:CSE 1325andCSE 3318.",13,28,4,0,0,0,0,2,1,0,0,48
2023 - 2024,2024 Spring,UGRD,UGRD,Md Salik,Parwez,,CSE,2315,2,DISCRETE STRUCTURES,"Propositional and predicate logic, mathematical proof techniques, sets, combinatorics, functions and relations, graphs, and graph algorithms. Prerequisite: C or better inCSE 1310and C or better inMATH 1426(or C or better in or concurrent enrollment inMATH 2425).",24,12,8,1,6,0,0,2,1,0,0,54
2023 - 2024,2024 Spring,UGRD,UGRD,Md Salik,Parwez,,CSE,2440,1,CIRCUIT ANALYSIS,"Basic principles of electrical circuits using resistors, capacitors and inductors. Filter analysis and synthesis using complex algebra. Introduction to operational amplifiers. Time domain and frequency domain analysis and taxonomy of signals. Concurrent laboratory experiments complement lecture topics. Prerequisite: 
Grade C or better inMATH 2425andPHYS 1444.",17,14,5,6,0,0,0,2,1,0,0,45
2023 - 2024,2024 Spring,UGRD,UGRD,Md Salik,Parwez,,CSE,4344,3,COMPUTER NETWORK ORGANIZATION,"Design and analysis of computer networks. Emphasis on the OSI architecture but discusses other schemes (e.g., ARPAnet). Data link control, local networks, protocols/architectures, network access protocols, transport protocols, internetworking, and ISDN. Prerequisite: Admitted into an Engineering Professional Program. C or better inCSE 3320.",7,3,1,1,1,0,0,0,0,0,0,13
2023 - 2024,2024 Spring,UGRD,UGRD,Md Salik,Parwez,,CSE,4344,4,COMPUTER NETWORK ORGANIZATION,"Design and analysis of computer networks. Emphasis on the OSI architecture but discusses other schemes (e.g., ARPAnet). Data link control, local networks, protocols/architectures, network access protocols, transport protocols, internetworking, and ISDN. Prerequisite: Admitted into an Engineering Professional Program. C or better inCSE 3320.",12,3,4,0,0,0,0,0,1,0,0,20
2023 - 2024,2024 Spring,UGRD,UGRD,Md Salik,Parwez,,CSE,4345,1,COMPUTATIONAL METHODS,"Introduction to numerical methods for solving problems in computer science and computer engineering. Topics include computer arithmetic, linear and nonlinear equations, eigenvalue problems, least squares, optimization, interpolation, and simulation. Prerequisite: Admitted into an Engineering Professional Program. C or better in each of the followingIE 3301orMATH 3313,CSE 3318, and eitherCSE 3380orMATH 3330.",4,0,4,0,0,0,0,0,1,0,0,9
2023 - 2024,2024 Spring,GRAD,GRAD,Md Salik,Parwez,,CSE,5315,1,NUMERICAL METHODS,"Selected topics from the theory and practice of using automatic digital computers for approximating arithmetic operations, approximating functions, solving systems of linear and non-linear equations, and solving ordinary and partial differential equations.",23,11,2,0,1,0,0,0,0,0,0,37
2023 - 2024,2024 Spring,GRAD,GRAD,Md Salik,Parwez,,CSE,5315,2,NUMERICAL METHODS,"Selected topics from the theory and practice of using automatic digital computers for approximating arithmetic operations, approximating functions, solving systems of linear and non-linear equations, and solving ordinary and partial differential equations.",36,18,2,0,0,0,0,0,0,0,0,56
2023 - 2024,2024 Spring,GRAD,GRAD,Md Salik,Parwez,,CSE,5344,1,COMPUTER NETWORKS,"Study of computer network  architectures, protocols, and interfaces. The OSI reference model and the Internet architecture will be discussed. Networking techniques such as multiple access, packet/cell switching, and internetworking will be studied. Discussion will also include end-to-end protocols, congestion control, high-speed networking, and network management. Emphasis will be on Internet and ATM. Prerequisite:CSE 3320or consent of instructor.",21,5,1,0,0,0,0,0,0,0,0,27
